createdAt,clientId,quitDate,cigsPerDay,cigsPerPack,pricePerPack,goalName,goalAmount,isPaused,pausedDaysTotal,daysWithoutSmoking,savedCigarettes,savedMoney,dailyCost,source,userAgent
"2026-04-18T16:11:28.252Z","29afb84e-e9d6-433a-8727-5a3222dafe4f","2025-12-11","7","20","13","Voyage","7000","false","1","126","882","573.3","4.55","http://localhost:3000","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.115.0 Chrome/142.0.7444.265 Electron/39.8.5 Safari/537.36"
"2026-04-20T09:23:46.501Z","29afb84e-e9d6-433a-8727-5a3222dafe4f","2025-12-11","7","20","13","Voyage","7000","false","1","128","896","582.4","4.55","http://localhost:3000","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.115.0 Chrome/142.0.7444.265 Electron/39.8.5 Safari/537.36"
"2026-04-20T09:27:30.116Z","29afb84e-e9d6-433a-8727-5a3222dafe4f","2025-12-11","7","20","13","Voyage","7000","false","1","128","896","582.4","4.55","http://localhost:3000","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.115.0 Chrome/142.0.7444.265 Electron/39.8.5 Safari/537.36"
"2026-04-20T16:23:12.743Z","29afb84e-e9d6-433a-8727-5a3222dafe4f","2025-12-11","7","20","13","Voyage","7000","false","1","128","896","582.4","4.55","http://localhost:3000","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.115.0 Chrome/142.0.7444.265 Electron/39.8.5 Safari/537.36"
"2026-04-20T16:31:25.007Z","29afb84e-e9d6-433a-8727-5a3222dafe4f","2025-12-11","7","20","13","Voyage","7000","false","1","128","896","582.4","4.55","http://localhost:3000","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.115.0 Chrome/142.0.7444.265 Electron/39.8.5 Safari/537.36"
